ID,seed_noun,source,translation,model,to_keep,prompt,response
327,sailors,"What would sailors, pilots, drivers, petrol station workers and doctors say?","""Was würden Segler, Piloten, Fahrer, Tankstellenmitarbeiter und Ärzte sagen?""",gpt-3,1,"
In the following sentence, is the a translation for the English word ""sailors""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: """"Was würden Segler, Piloten, Fahrer, Tankstellenmitarbeiter und Ärzte sagen?""""
",None
328,sailors,"(IT) Mr President, with regard to the Ortuondo Larrea report on the safety inspection of ships, I have to say that, although I voted for the motion, I would have preferred the classification societies appointed by the governments to inspect ships and to give the ships that sail our seas and the seas outside the Mediterranean free reign, to be assisted in carrying out these inspections by pensioner sailors, pensioner quartermasters, pensioner engine room officials and pensioner chief stewards, who have a wealth of experience and are highly qualified to assess whether ships are truly safe.","(Hey) Herr Präsident, was den Ortuondo Larrea-Bericht zur Sicherheitsinspektion von Schiffen betrifft, muss ich sagen, dass ich zwar für den Antrag gestimmt habe, aber es hätte mir besser gefallen, wenn Klassifizierungsgesellschaften, die von den Regierungen ernannt wurden, die Schiffe inspizieren und den Schiffen, die auf unseren Meeren und den Meeren außerhalb des Mittelmeers fahren, freie Hand geben, bei diesen Inspektionen von pensionierten Seeleuten, pensionierten Steuermännern, pensionierten Maschinenraum-Offizieren und pensionierten Chef-Stewards unterstützt würden, die über große Erfahrung verfügen und hochqualifiziert sind, um beurteilen zu können, ob die Schiffe wirklich sicher sind.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""sailors""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""(Hey) Herr Präsident, was den Ortuondo Larrea-Bericht zur Sicherheitsinspektion von Schiffen betrifft, muss ich sagen, dass ich zwar für den Antrag gestimmt habe, aber es hätte mir besser gefallen, wenn Klassifizierungsgesellschaften, die von den Regierungen ernannt wurden, die Schiffe inspizieren und den Schiffen, die auf unseren Meeren und den Meeren außerhalb des Mittelmeers fahren, freie Hand geben, bei diesen Inspektionen von pensionierten Seeleuten, pensionierten Steuermännern, pensionierten Maschinenraum-Offizieren und pensionierten Chef-Stewards unterstützt würden, die über große Erfahrung verfügen und hochqualifiziert sind, um beurteilen zu können, ob die Schiffe wirklich sicher sind.""
",None
329,sailors,"While it is certainly sad and regrettable that sailors are being kidnapped when, at the end of the day, they are only doing their job, it is also deplorable that there are those who are taking advantage of the lack of government, not only in Somalia but in the region as a whole, to fish the waters illegally or dump pollutant waste.","Es ist sicherlich traurig und bedauerlich, dass Seeleute entführt werden, obwohl sie letztendlich nur ihren Job machen. Es ist jedoch auch verwerflich, dass einige die fehlende Regierung, nicht nur in Somalia, sondern in der gesamten Region ausnutzen, um illegal in den Gewässern zu fischen oder Schadstoffabfälle zu entsorgen.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""sailors""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Es ist sicherlich traurig und bedauerlich, dass Seeleute entführt werden, obwohl sie letztendlich nur ihren Job machen. Es ist jedoch auch verwerflich, dass einige die fehlende Regierung, nicht nur in Somalia, sondern in der gesamten Region ausnutzen, um illegal in den Gewässern zu fischen oder Schadstoffabfälle zu entsorgen.""
",Masculine
330,sailors,Government sources have assured me that the sailors have unrestricted freedom of movement within the country.,"""Regierungsquellen haben mir zugesichert, dass die Seeleute uneingeschränkte Bewegungsfreiheit im Land haben.""",gpt-3,0,N/A,N/A
331,sailors,"Not only do these commitments relate to the continuation of our efforts in the area of maritime safety: they also provide new opportunities for action in the social field, and in training, as the European mission found when it went to China at the beginning of April to study the training schemes for seafarers and the certification of Chinese sailors.","Nicht nur beziehen sich diese Verpflichtungen auf die Fortführung unserer Bemühungen im Bereich der maritimen Sicherheit: Sie bieten auch neue Möglichkeiten für Maßnahmen im sozialen Bereich und in der Ausbildung, wie die europäische Mission feststellte, als sie Anfang April nach China reiste, um die Ausbildungsschemata für Seeleute und die Zertifizierung chinesischer Seeleute zu untersuchen.",gpt-3,0,N/A,N/A
332,clients,"The French government has opted to incorporate this directive in a measured and gradual way, which provides a greater opening for the major eligible clients, including the chemical, electrolysis or steel industries, for example.","Die französische Regierung hat sich entschieden, diese Richtlinie auf eine gemessene und schrittweise Weise zu integrieren, was eine größere Öffnung für die wichtigsten berechtigten Kunden ermöglicht, darunter zum Beispiel die Chemie-, Elektrolyse- oder Stahlindustrie.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""clients""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Die französische Regierung hat sich entschieden, diese Richtlinie auf eine gemessene und schrittweise Weise zu integrieren, was eine größere Öffnung für die wichtigsten berechtigten Kunden ermöglicht, darunter zum Beispiel die Chemie-, Elektrolyse- oder Stahlindustrie.""
","The sentence does contain a translation for the word ""clients"". The translation is ""Kunden,"" which displays the grammatical gender masculine."
333,clients,"We will have to be vigilant and promptly invoke the review clause if it becomes apparent that premature reporting of large trades is harming the provision of liquidity to clients, making it more expensive or rendering EU markets less competitive than markets in other parts of the world.","Wir werden wachsam sein müssen und die Überprüfungsklausel rechtzeitig anrufen, wenn deutlich wird, dass eine vorzeitige Meldung großer Handelsgeschäfte die Bereitstellung von Liquidität für Kunden beeinträchtigt, sie teurer macht oder EU-Märkte weniger wettbewerbsfähig macht als Märkte in anderen Teilen der Welt.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""clients""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Wir werden wachsam sein müssen und die Überprüfungsklausel rechtzeitig anrufen, wenn deutlich wird, dass eine vorzeitige Meldung großer Handelsgeschäfte die Bereitstellung von Liquidität für Kunden beeinträchtigt, sie teurer macht oder EU-Märkte weniger wettbewerbsfähig macht als Märkte in anderen Teilen der Welt.""
","The sentence does not contain a translation for the English word ""clients."""
334,clients,But the strategic alliances which are today forming between European companies must not be dictated only by the demands of the most important clients nor only by the pursuit of new value added services.,"Aber die strategischen Allianzen, die sich heute zwischen europäischen Unternehmen bilden, dürfen nicht nur von den Anforderungen der wichtigsten Kunden oder nur von der Verfolgung neuer wertschöpfender Dienstleistungen diktiert werden.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""clients""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Aber die strategischen Allianzen, die sich heute zwischen europäischen Unternehmen bilden, dürfen nicht nur von den Anforderungen der wichtigsten Kunden oder nur von der Verfolgung neuer wertschöpfender Dienstleistungen diktiert werden.""
","The word ""Kunden"" in the sentence is a translation for the English word ""clients."" It displays the grammatical gender of Masculine."
335,clients,"I agree with Baroness Ludford when she says that in this respect the proposal is a good compromise between protecting fundamental rights when lawyers defend their clients in court or help the clients to determine their legal position, but not when they are participating in preparations leading up to an activity covered by this directive.","""Ich stimme Baroness Ludford zu, wenn sie sagt, dass in dieser Hinsicht der Vorschlag ein guter Kompromiss ist, um grundlegende Rechte zu schützen, wenn Anwälte ihre Mandanten vor Gericht verteidigen oder ihnen bei der Bestimmung ihrer rechtlichen Position helfen, aber nicht, wenn sie an Vorbereitungen für eine Tätigkeit beteiligt sind, die von dieser Richtlinie erfasst wird.""",gpt-3,0,N/A,N/A
336,clients,"Information on clients, users and their habits and preferences gives companies an invaluable competitive edge.","Informationen über Kunden, Benutzer und ihre Gewohnheiten und Präferenzen verschaffen Unternehmen einen unschätzbaren Wettbewerbsvorteil.",gpt-3,0,N/A,N/A
337,freelancers,"It might be useful for us to pay a little attention to what is happening with the interpreters, in particular the freelancers, who are highly qualified, have been providing professional services for many years, and the turnover of whom is lower and lower.","Es könnte nützlich für uns sein, ein wenig Aufmerksamkeit darauf zu richten, was mit den Dolmetschern passiert, insbesondere den Freiberuflern, die hochqualifiziert sind, seit vielen Jahren professionelle Dienstleistungen erbringen und deren Umsatz immer geringer wird.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""freelancers""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Es könnte nützlich für uns sein, ein wenig Aufmerksamkeit darauf zu richten, was mit den Dolmetschern passiert, insbesondere den Freiberuflern, die hochqualifiziert sind, seit vielen Jahren professionelle Dienstleistungen erbringen und deren Umsatz immer geringer wird.""
",Masculine
338,freelancers,"I am referring to the new forms of work, with the new risks inherent in them and therefore the concern about the forms of participation in productive processes by means of productive externalisation or decentralisation - subcontracting, the presence of freelancers, independent workers - in the field of the risks of the contracting company, etc.","""Ich beziehe mich auf die neuen Formen der Arbeit, mit den neuen darin enthaltenen Risiken und daher die Bedenken über die Formen der Beteiligung an produktiven Prozessen durch produktive Auslagerung oder Dezentralisierung - Unterauftragsvergabe, die Präsenz von Freiberuflern, unabhängigen Arbeitnehmern - im Bereich der Risiken des Auftragsunternehmens, etc.""",gpt-3,1,"
In the following sentence, is the a translation for the English word ""freelancers""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: """"Ich beziehe mich auf die neuen Formen der Arbeit, mit den neuen darin enthaltenen Risiken und daher die Bedenken über die Formen der Beteiligung an produktiven Prozessen durch produktive Auslagerung oder Dezentralisierung - Unterauftragsvergabe, die Präsenz von Freiberuflern, unabhängigen Arbeitnehmern - im Bereich der Risiken des Auftragsunternehmens, etc.""""
",Gender-Inclusive
339,hairdressers,"We are talking about such occupations as hairdressers, plumbers and bricklayers, who do not need subsidies.","Wir sprechen über solche Berufe wie Friseure, Klempner und Maurer, die keine Subventionen benötigen.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""hairdressers""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Wir sprechen über solche Berufe wie Friseure, Klempner und Maurer, die keine Subventionen benötigen.""
","The sentence translates to: ""We are talking about professions like hairdressers, plumbers, and masons, which do not require subsidies."" The German word for ""hairdressers"" is ""Friseure."" In German, ""Friseure"" is a gender-neutral word, meaning it does not display a specific grammatical gender."
340,hairdressers,"Madam President, the risk of dying of cancer is four times greater for women hairdressers than for women in general.","""Frau Präsidentin, das Risiko, an Krebs zu sterben, ist für Friseurinnen viermal höher als für Frauen im Allgemeinen.""",gpt-3,0,N/A,N/A
341,hairdressers,"They are lured under false pretences - through job advertisements, for example - into becoming hairdressers or into working in bars or as dancers, or else they are enticed via the lonely hearts columns.","Sie werden unter falschen Vorspiegelungen – beispielsweise durch Stellenanzeigen – dazu verleitet, Friseure zu werden oder in Bars oder als Tänzer zu arbeiten, oder sie werden über die Kontaktanzeigen für einsame Herzen verlockt.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""hairdressers""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Sie werden unter falschen Vorspiegelungen – beispielsweise durch Stellenanzeigen – dazu verleitet, Friseure zu werden oder in Bars oder als Tänzer zu arbeiten, oder sie werden über die Kontaktanzeigen für einsame Herzen verlockt.""
",None
342,hairdressers,"We want to maintain the reduced rates of VAT on hairdressers, bicycle repairmen and cobblers.","""Wir möchten die reduzierten Mehrwertsteuersätze für Friseure, Fahrradmechaniker und Schuhmacher aufrechterhalten.""",gpt-3,1,"
In the following sentence, is the a translation for the English word ""hairdressers""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: """"Wir möchten die reduzierten Mehrwertsteuersätze für Friseure, Fahrradmechaniker und Schuhmacher aufrechterhalten.""""
","The sentence does include a translation for the English word ""hairdressers"". The grammatical gender displayed is masculine."
343,hairdressers,"My wife has not, and the reason is that the hairdressers pocket the decrease in taxation and, therefore, Annex K amounts to a subsidy for hairdressers.","""Meine Frau hat nicht, und der Grund dafür ist, dass die Friseure die Steuersenkung einstecken und daher Anhang K eine Subvention für Friseure darstellt.""",gpt-3,0,N/A,N/A
344,camera operators,,,,0,N/A,N/A
345,relatives,"We are all familiar with the horrific stories of prostitutes, often minors, who are abducted from their native countries, forced to enter the Union - we are told - illegally, raped and threatened with retaliation against their relatives or even killed if they have the courage to denounce their pimps.","Wir sind alle mit den schrecklichen Geschichten von Prostituierten vertraut, oft Minderjährigen, die aus ihren Heimatländern entführt werden, angeblich illegal in die Union gezwungen werden, vergewaltigt werden und mit Racheaktionen gegen ihre Angehörigen bedroht werden oder sogar ermordet werden, falls sie den Mut haben, ihre Zuhälter anzuzeigen.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""relatives""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Wir sind alle mit den schrecklichen Geschichten von Prostituierten vertraut, oft Minderjährigen, die aus ihren Heimatländern entführt werden, angeblich illegal in die Union gezwungen werden, vergewaltigt werden und mit Racheaktionen gegen ihre Angehörigen bedroht werden oder sogar ermordet werden, falls sie den Mut haben, ihre Zuhälter anzuzeigen.""
",None
346,relatives,Their relatives have every right to know what became of their loved ones.,"Ihre Verwandten haben jedes Recht zu wissen, was aus ihren geliebten Menschen geworden ist.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""relatives""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Ihre Verwandten haben jedes Recht zu wissen, was aus ihren geliebten Menschen geworden ist.""
","The word ""Verwandten"" is indeed a translation for the English word ""relatives."" It displays the grammatical gender of Masculine."
347,relatives,"relatives in the ascending line, when these people are in the applicant' s care as well as children of full age who are also dependants.","Verwandte in gerader Linie, wenn diese Personen ebenfalls in der Obhut des Antragstellers sind sowie volljährige Kinder, die ebenfalls von ihm abhängig sind.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""relatives""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Verwandte in gerader Linie, wenn diese Personen ebenfalls in der Obhut des Antragstellers sind sowie volljährige Kinder, die ebenfalls von ihm abhängig sind.""
",None
348,relatives,"Many people were unable to get to the funerals of their relatives, their children's weddings or similar occasions.","Viele Menschen konnten nicht zu den Beerdigungen ihrer Verwandten, den Hochzeiten ihrer Kinder oder ähnlichen Anlässen kommen.",gpt-3,0,N/A,N/A
349,relatives,"However, and this still needs to be stressed, there is a need to conduct climate policy more fairly, in other words, in a way which does not, by its excessive burdens, mean the countries of Central and Eastern Europe will always be the poor relatives of the European Union.","Jedoch, und dies muss noch betont werden, muss die Klimapolitik gerechter durchgeführt werden, das heißt, auf eine Weise, die nicht durch übermäßige Belastungen dazu führt, dass die Länder Mittel- und Osteuropas immer die armen Verwandten der Europäischen Union sind.",gpt-3,0,N/A,N/A
350,organ donors,,,,0,N/A,N/A
351,producers,The EU countries' inefficient producers gain nothing.,Die ineffizienten Produzenten der EU-Länder gewinnen nichts.,gpt-3,1,"
In the following sentence, is the a translation for the English word ""producers""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Die ineffizienten Produzenten der EU-Länder gewinnen nichts.""
","Yes, the word ""Producers"" is translated to German as ""Produzenten"" in the given sentence. The grammatical gender displayed in this sentence is Masculine."
352,producers,Liability will ensure that producers are careful about how they produce.,"Haftung wird sicherstellen, dass Produzenten vorsichtig sind, wie sie produzieren.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""producers""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Haftung wird sicherstellen, dass Produzenten vorsichtig sind, wie sie produzieren.""
",Masculine
353,producers,"I sympathise with producers, because design costs money.","Ich habe Verständnis für Produzenten, weil Design Geld kostet.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""producers""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Ich habe Verständnis für Produzenten, weil Design Geld kostet.""
",Masculine
354,producers,Obviously we cannot simply take these producers' and their families' daily bread away without offering them an acceptable alternative.,"Offensichtlich dürfen wir diesen Produzenten und ihren Familien nicht einfach das tägliche Brot wegnehmen, ohne ihnen eine akzeptable Alternative anzubieten.",gpt-3,0,N/A,N/A
355,producers,"Mr President, I would firstly like to express my gratitude to the Committee on Petitions for its hard work following the complaint brought by the Spanish Federation of Associations of Producers and Exporters of Fruits, Vegetables, Flowers and Live Plants, based on the report published by OLAF, the European Anti-Fraud Office, in 2007.","Herr Präsident, ich möchte zunächst meiner Dankbarkeit gegenüber dem Petitionsausschuss für seine harte Arbeit im Anschluss an die Beschwerde der Spanischen Föderation der Verbände von Produzenten und Exporteuren von Obst, Gemüse, Blumen und lebenden Pflanzen Ausdruck verleihen, basierend auf dem Bericht des Europäischen Amtes für Betrugsbekämpfung OLAF von 2007.",gpt-3,0,N/A,N/A
356,mood animators,,,,0,N/A,N/A
357,employers,"Therefore, in my opinion, two signatures are possibly the most important on the Davignon report, those of the representatives of the European trade unions and the employers.",Daher sind meiner Meinung nach die Unterschriften der Vertreter der europäischen Gewerkschaften und Arbeitgeber möglicherweise die wichtigsten auf dem Davignon-Bericht.,gpt-3,1,"
In the following sentence, is the a translation for the English word ""employers""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Daher sind meiner Meinung nach die Unterschriften der Vertreter der europäischen Gewerkschaften und Arbeitgeber möglicherweise die wichtigsten auf dem Davignon-Bericht.""
",Masculine
358,employers,"The European Parliament has already said that the parties concerned, namely small businesses, employers, employees, consumers and environmental groups do not have the funds or staff to keep abreast of everything happening in the standardisation field.","Das Europäische Parlament hat bereits gesagt, dass die betroffenen Parteien, nämlich kleine Unternehmen, Arbeitgeber, Arbeitnehmer, Verbraucher und Umweltgruppen, nicht über die Ressourcen oder das Personal verfügen, um auf dem Laufenden zu bleiben, was im Bereich der Standardisierung geschieht.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""employers""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Das Europäische Parlament hat bereits gesagt, dass die betroffenen Parteien, nämlich kleine Unternehmen, Arbeitgeber, Arbeitnehmer, Verbraucher und Umweltgruppen, nicht über die Ressourcen oder das Personal verfügen, um auf dem Laufenden zu bleiben, was im Bereich der Standardisierung geschieht.""
",Masculine
359,employers,Why are the employers satisfied?,Warum sind die Arbeitgeber zufrieden?,gpt-3,1,"
In the following sentence, is the a translation for the English word ""employers""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Warum sind die Arbeitgeber zufrieden?""
",Masculine.
360,employers,The proposal aims to prevent the exploitation of illegally staying third-country nationals by employers and to strengthen the rights of workers.,"Der Vorschlag zielt darauf ab, die Ausbeutung von illegal in einem Drittland aufenthaltsberechtigten Personen durch Arbeitgeber zu verhindern und die Rechte der Arbeitnehmer zu stärken.",gpt-3,0,N/A,N/A
361,employers,This report disgracefully calls for employers to be able to terminate apprenticeship contracts should the apprentices be deemed unsuited to their employment.,"Dieser Bericht ruft beschämenderweise dazu auf, dass Arbeitgeber Lehrlingsverträge kündigen dürfen, falls die Lehrlinge als ungeeignet für ihren Job angesehen werden.",gpt-3,0,N/A,N/A
362,experts,"It is unfortunate that even experts have been unable to state whether the directive will promote innovation in small and medium-sized enterprises, or whether it will in fact put obstacles in their way and hamper innovation.","Es ist bedauerlich, dass selbst Experten nicht sagen können, ob die Richtlinie die Innovation in kleinen und mittleren Unternehmen fördern wird oder ob sie tatsächlich Hindernisse auf ihrem Weg errichtet und die Innovation beeinträchtigt.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""experts""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Es ist bedauerlich, dass selbst Experten nicht sagen können, ob die Richtlinie die Innovation in kleinen und mittleren Unternehmen fördern wird oder ob sie tatsächlich Hindernisse auf ihrem Weg errichtet und die Innovation beeinträchtigt.""
",Masculine
363,experts,"During this hitherto unique cyber attack against an independent state, Estonian IT specialists were supported by experts from both the European Union and beyond.",Während dieses bislang einzigartigen Cyberangriffs auf einen unabhängigen Staat wurden estnische IT-Spezialisten von Experten sowohl aus der Europäischen Union als auch darüber hinaus unterstützt.,gpt-3,1,"
In the following sentence, is the a translation for the English word ""experts""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Während dieses bislang einzigartigen Cyberangriffs auf einen unabhängigen Staat wurden estnische IT-Spezialisten von Experten sowohl aus der Europäischen Union als auch darüber hinaus unterstützt.""
",Masculine
364,experts,"The delay has occurred not because of political problems but because of technical problems, and all the Member States have been made aware of them through their national experts cooperating in the Technical Committee.","Die Verzögerung ist nicht wegen politischer Probleme, sondern aufgrund technischer Probleme aufgetreten, und alle Mitgliedstaaten wurden durch ihre nationalen Experten, die im Technischen Ausschuss zusammenarbeiten, darüber informiert.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""experts""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Die Verzögerung ist nicht wegen politischer Probleme, sondern aufgrund technischer Probleme aufgetreten, und alle Mitgliedstaaten wurden durch ihre nationalen Experten, die im Technischen Ausschuss zusammenarbeiten, darüber informiert.""
",Gender: None
365,experts,"In this, their second report, the experts tell us that Italy is financed by the Cohesion Fund, that the ERDF and the Social Fund represent two-thirds of the Structural Funds and that the principles of additionality and complementarity in the Structural Funds come to the same thing. They tell us that the farming lobby is forcing us to finance rural development through the EAGGF-Guarantee and that the principle of partnership only applies to the Commission and to the Member States.","In diesem, ihrem zweiten Bericht, sagen uns die Experten, dass Italien durch den Kohäsionsfonds finanziert wird, dass der EFRE und der Sozialfonds zwei Drittel der Strukturfonds ausmachen und dass die Grundsätze der Zusätzlichkeit und der Komplementarität bei den Strukturfonds dasselbe bedeuten. Sie sagen uns, dass die Agrarlobby uns dazu zwingt, die ländliche Entwicklung durch den ELER-Garantiefonds zu finanzieren und dass das Partnerschaftsprinzip nur für die Kommission und die Mitgliedstaaten gilt.",gpt-3,0,N/A,N/A
366,experts,The ECSC currently derives all its expertise from outside experts.,Die EGKS bezieht derzeit ihr gesamtes Fachwissen von externen Experten.,gpt-3,0,N/A,N/A
367,specialists,"This important point is all too often lost in obscurity and the research work then becomes independent of outside control, serving to benefit only a few specialists and even carrying the risk of becoming antidemocratic and contributing to its own alienation.","Dieser wichtige Punkt geht allzu oft in der Dunkelheit verloren und die Forschungsarbeit wird dann unabhängig von externer Kontrolle, wobei nur wenige Spezialisten davon profitieren und sogar das Risiko besteht, antidemokratisch zu werden und zur eigenen Entfremdung beizutragen.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""specialists""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Dieser wichtige Punkt geht allzu oft in der Dunkelheit verloren und die Forschungsarbeit wird dann unabhängig von externer Kontrolle, wobei nur wenige Spezialisten davon profitieren und sogar das Risiko besteht, antidemokratisch zu werden und zur eigenen Entfremdung beizutragen.""
",Feminine
368,specialists,"We believe that the responsibility of manufacturers, like the transposition of the directive into national law, should not be subject to a five-year transitional period but should take effect only 30 months after the entry into force of the directive, together with an arrangement whereby producers are allowed, on a voluntary basis, to show users the cost of collecting, treating and disposing of historical waste in an environmentally compatible way. The specialists know what historical waste is.","Wir sind der Meinung, dass die Verantwortung der Hersteller, wie auch die Umsetzung der Richtlinie in nationales Recht, nicht einer fünfjährigen Übergangsfrist unterworfen sein sollte, sondern erst 30 Monate nach Inkrafttreten der Richtlinie wirksam werden sollte. Gleichzeitig sollte eine Regelung eingeführt werden, bei der es den Herstellern auf freiwilliger Basis gestattet ist, den Nutzern die Kosten für die Sammlung, Behandlung und Entsorgung von historischem Abfall in umweltverträglicher Weise aufzuzeigen. Die Spezialisten wissen, was historischer Abfall ist.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""specialists""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Wir sind der Meinung, dass die Verantwortung der Hersteller, wie auch die Umsetzung der Richtlinie in nationales Recht, nicht einer fünfjährigen Übergangsfrist unterworfen sein sollte, sondern erst 30 Monate nach Inkrafttreten der Richtlinie wirksam werden sollte. Gleichzeitig sollte eine Regelung eingeführt werden, bei der es den Herstellern auf freiwilliger Basis gestattet ist, den Nutzern die Kosten für die Sammlung, Behandlung und Entsorgung von historischem Abfall in umweltverträglicher Weise aufzuzeigen. Die Spezialisten wissen, was historischer Abfall ist.""
",Masculine
369,specialists,"We also know that these costs are much higher when employing women, but health specialists recommend that a baby should remain at home for at least five months, protected from the outside world and, above all, growing up in a suitable psychological and emotional environment, which will provide it with the necessary balance for growing up with a sense of security, because it needs its parents.","Wir wissen auch, dass diese Kosten viel höher sind, wenn Frauen beschäftigt sind, aber Gesundheitsspezialisten empfehlen, dass ein Baby für mindestens fünf Monate zu Hause bleiben sollte, geschützt vor der Außenwelt und vor allem in einer geeigneten psychologischen und emotionalen Umgebung aufwachsen sollte, die ihm das notwendige Gleichgewicht für das Aufwachsen mit einem Gefühl von Sicherheit gibt, denn es braucht seine Eltern.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""specialists""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Wir wissen auch, dass diese Kosten viel höher sind, wenn Frauen beschäftigt sind, aber Gesundheitsspezialisten empfehlen, dass ein Baby für mindestens fünf Monate zu Hause bleiben sollte, geschützt vor der Außenwelt und vor allem in einer geeigneten psychologischen und emotionalen Umgebung aufwachsen sollte, die ihm das notwendige Gleichgewicht für das Aufwachsen mit einem Gefühl von Sicherheit gibt, denn es braucht seine Eltern.""
",Feminine
370,specialists,"Smaller firms, on the other hand, particularly small retail firms, cannot afford such specialists.","Kleinere Unternehmen können sich solche Spezialisten hingegen nicht leisten, insbesondere kleine Einzelhandelsunternehmen.",gpt-3,0,N/A,N/A
371,specialists,We want candidate countries to have access to advice and support from specialists and funds available to us already as Member States to meet our obligations and we ask the Commission to ensure that we are not asking candidate countries to meet standards that our own Member States are failing to meet themselves.,"Wir möchten, dass Bewerberländer Zugang zu Ratschlägen und Unterstützung von Fachleuten und den uns bereits als Mitgliedstaaten zur Verfügung stehenden Mitteln haben, um unseren Verpflichtungen nachzukommen. Wir bitten die Kommission sicherzustellen, dass wir von Bewerberländern nicht verlangen, Standards zu erfüllen, die unsere eigenen Mitgliedstaaten nicht erfüllen können.",gpt-3,0,N/A,N/A
372,social workers,,,,0,N/A,N/A
