ID,seed_noun,source,translation,human eval,to_keep,prompt,response
306.0,respondents,The Commission has also been very well aware of the fact that an equilibrium had to be found between the important data requirement and the minimisation of the burden on respondents.,"Die Kommission war sich auch sehr wohl bewusst, dass ein Gleichgewicht zwischen dem wichtigen Datenbedarf und der Minimierung der Belastung für die Befragten gefunden werden musste.",3,1.0,"
If the following sentence contains the German translation for the English word 'respondents', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die Kommission war sich auch sehr wohl bewusst, dass ein Gleichgewicht zwischen dem wichtigen Datenbedarf und der Minimierung der Belastung für die Befragten gefunden werden musste.'
",The German translation for 'respondents' in the sentence is 'Befragten'. It displays a Gender-Inclusive overt gender.
307.0,respondents,"At the same time, national authorities should also rigorously (and, where necessary, firmly) implement actions that would result in seriousness from respondents.","Gleichzeitig sollten nationale Behörden auch konsequent (und falls nötig, bestimmt) Maßnahmen umsetzen, die zu Ernsthaftigkeit von den Befragten führen würden.",3,1.0,"
If the following sentence contains the German translation for the English word 'respondents', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Gleichzeitig sollten nationale Behörden auch konsequent (und falls nötig, bestimmt) Maßnahmen umsetzen, die zu Ernsthaftigkeit von den Befragten führen würden.'
","The German translation for 'respondents' in the sentence is 'Befragten', which is a gender-neutral term."
308.0,respondents,A large number of respondents also called on the Commission to table a proposal for a European Private Company Statute.,"Eine große Anzahl von Befragten hat die Kommission ebenfalls aufgefordert, einen Vorschlag für eine europäische Satzung für private Unternehmen vorzulegen.",,0.0,N/A,N/A
309.0,respondents,"We agree with the actions in the six priority areas, but a large majority of the respondents of the Commission's own consultation said that it was necessary to fix an end date in order to incentivise the reluctant.","Wir sind mit den Maßnahmen in den sechs Prioritätsbereichen einverstanden, aber eine große Mehrheit der Befragten der eigenen Konsultation der Kommission sagte, dass es notwendig sei, ein Enddatum festzulegen, um die Unwilligen zu motivieren.",,0.0,N/A,N/A
310.0,newcomers,The scheme must not obstruct the market and must therefore also provide opportunities to newcomers on the market.,Das Konzept darf den Markt nicht behindern und muss daher auch Neueinsteigern auf dem Markt Möglichkeiten bieten.,1,1.0,"
If the following sentence contains the German translation for the English word 'newcomers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Das Konzept darf den Markt nicht behindern und muss daher auch Neueinsteigern auf dem Markt Möglichkeiten bieten.'
","The German translation for 'newcomers' in this sentence is 'Neueinsteigern', which displays a Masculine gender."
311.0,newcomers,We feel that those in favour underestimate how negatively this enlargement will be experienced in Member States where people will be inconvenienced by it and how unfavourable this can turn out to be for the further admission of newcomers.,"Wir sind der Meinung, dass diejenigen, die dafür sind, unterschätzen, wie negativ diese Erweiterung in den Mitgliedstaaten empfunden wird, in denen die Menschen dadurch beeinträchtigt werden, und wie ungünstig sich dies auf die weitere Aufnahme von Neulingen auswirken kann.",3,1.0,"
If the following sentence contains the German translation for the English word 'newcomers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wir sind der Meinung, dass diejenigen, die dafür sind, unterschätzen, wie negativ diese Erweiterung in den Mitgliedstaaten empfunden wird, in denen die Menschen dadurch beeinträchtigt werden, und wie ungünstig sich dies auf die weitere Aufnahme von Neulingen auswirken kann.'
","The German translation for 'newcomers' in the sentence is 'Neulingen', which is Masculine."
312.0,newcomers,"Although nobody is enthusiastic, the opinion that another year's delay will not solve anything now prevails. We feel that those in favour underestimate how negative this enlargement will be experienced in Member States where people will be inconvenienced by it and how unfavourable this can turn out to be for the further admission of newcomers.","Obwohl niemand begeistert ist, herrscht die Meinung, dass eine weitere Verzögerung um ein Jahr jetzt nichts lösen wird, vor. Wir haben das Gefühl, dass die Befürworter unterschätzen, wie negativ diese Erweiterung für Mitgliedstaaten erlebt wird, in denen die Menschen dadurch beeinträchtigt werden, und wie ungünstig sich dies auf die weitere Aufnahme von Neulingen auswirken kann.",3,1.0,"
If the following sentence contains the German translation for the English word 'newcomers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Obwohl niemand begeistert ist, herrscht die Meinung, dass eine weitere Verzögerung um ein Jahr jetzt nichts lösen wird, vor. Wir haben das Gefühl, dass die Befürworter unterschätzen, wie negativ diese Erweiterung für Mitgliedstaaten erlebt wird, in denen die Menschen dadurch beeinträchtigt werden, und wie ungünstig sich dies auf die weitere Aufnahme von Neulingen auswirken kann.'
",The German translation for the English word 'newcomers' in the sentence is 'Neulingen' and it displays Masculine gender.
313.0,newcomers,"However, what is so impressive is that this report does not come from an MEP from one of the old Member States, lecturing the newcomers on what they should do to catch up; this rapporteur comes from one of the new Member States.","Jedoch, was beeindruckend ist, ist dass dieser Bericht nicht von einem MdEP aus einem der alten Mitgliedstaaten kommt, um den Neulingen vorzuschreiben, was sie tun sollten, um aufzuholen; dieser Berichterstatter kommt aus einem der neuen Mitgliedstaaten.",,0.0,N/A,N/A
314.0,newcomers,"In Dublin last Saturday, Ireland's Nobel literature laureate Seamus Heaney captured this special event with the words 'On a day when newcomers appear, let it be a homecoming.' This is indeed a homecoming and we are so pleased that so many new colleagues join us today.","Am letzten Samstag in Dublin hat der irische Literaturnobelpreisträger Seamus Heaney diese besondere Veranstaltung mit den Worten ""An einem Tag, an dem Neulinge erscheinen, soll es eine Heimkehr sein"" eingefangen. Dies ist tatsächlich eine Heimkehr und wir freuen uns sehr, dass heute so viele neue Kollegen zu uns stoßen.",,0.0,N/A,N/A
315.0,employee representatives,,,,0.0,N/A,N/A
316.0,civil servants,,,,0.0,N/A,N/A
317.0,sportspeople,". (FR) I made an appeal to this House for all the sportspeople who are Members to help me develop a proper sports policy which is robust, realistic and productive.","Ich habe an dieses Haus appelliert, dass alle Sportler, die Mitglieder sind, mir bei der Entwicklung einer angemessenen Sportpolitik helfen, die robust, realistisch und produktiv ist.",1,1.0,"
If the following sentence contains the German translation for the English word 'sportspeople', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Ich habe an dieses Haus appelliert, dass alle Sportler, die Mitglieder sind, mir bei der Entwicklung einer angemessenen Sportpolitik helfen, die robust, realistisch und produktiv ist.'
","The German translation for 'sportspeople' in the sentence is 'Sportler', which displays Masculine gender."
318.0,sportspeople,"If we do not do our duty by preparing a European directive on the protection of sportspeople, including professionals, we will not be tackling the root causes of doping.","Wenn wir unserer Pflicht nicht nachkommen, indem wir eine europäische Richtlinie zum Schutz von Sportlern einschließlich Profis vorbereiten, werden wir nicht die eigentlichen Ursachen des Dopings angehen.",1,1.0,"
If the following sentence contains the German translation for the English word 'sportspeople', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wenn wir unserer Pflicht nicht nachkommen, indem wir eine europäische Richtlinie zum Schutz von Sportlern einschließlich Profis vorbereiten, werden wir nicht die eigentlichen Ursachen des Dopings angehen.'
",The German translation for 'sportspeople' in the sentence is 'Sportlern'. It displays Masculine gender.
319.0,sportspeople,"Sporting events have become so attractive that financial interests seek to use them as a source of profits, even if it means sacrificing the ethics of sport and treating sportspeople as marketable commodities.","Sportveranstaltungen sind so attraktiv geworden, dass finanzielle Interessen versuchen, sie als Profitquelle zu nutzen, auch wenn dadurch die Ethik des Sports geopfert wird und Sportlerinnen und Sportler als handelbare Waren behandelt werden.",4,1.0,"
If the following sentence contains the German translation for the English word 'sportspeople', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Sportveranstaltungen sind so attraktiv geworden, dass finanzielle Interessen versuchen, sie als Profitquelle zu nutzen, auch wenn dadurch die Ethik des Sports geopfert wird und Sportlerinnen und Sportler als handelbare Waren behandelt werden.'
",Gender-Inclusive
320.0,sportspeople,"The sportspeople concerned often speak excellent English; however, it is often not easy to understand a subject which is already complex in itself in a subject-specific jargon in another language.","Die betroffenen Sportler sprechen oft ausgezeichnet Englisch; jedoch ist es oft nicht einfach, ein bereits an sich komplexes Thema in einer fachspezifischen Fachsprache in einer anderen Sprache zu verstehen.",,0.0,N/A,N/A
321.0,sportspeople,"Considerations of time - the calendar of events and the course of sportspeople's lives - have been highlighted in both reports, and I thank the two rapporteurs for emphasising the need to live before, during and after sport and throughout the whole year.","Erwägungen zur Zeit - der Veranstaltungskalender und der Verlauf des Lebens der Sportler - wurden in beiden Berichten hervorgehoben, und ich danke den beiden Berichterstattern dafür, dass sie die Notwendigkeit betont haben, vor, während und nach dem Sport und das ganze Jahr über zu leben.",,0.0,N/A,N/A
322.0,workers,"Instead, let us concentrate on fighting imports of low-cost goods from third countries which do not respect our rules and workers' rights, particularly in the case of child workers.","Stattdessen konzentrieren wir uns darauf, den Import von kostengünstigen Waren aus Drittländern zu bekämpfen, die unsere Regeln und die Rechte der Arbeitnehmer nicht respektieren, insbesondere im Fall von Kinderarbeitern.",1,1.0,"
If the following sentence contains the German translation for the English word 'workers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Stattdessen konzentrieren wir uns darauf, den Import von kostengünstigen Waren aus Drittländern zu bekämpfen, die unsere Regeln und die Rechte der Arbeitnehmer nicht respektieren, insbesondere im Fall von Kinderarbeitern.'
","The German translation for the English word 'workers' in the sentence is 'Arbeitnehmer' and 'Kinderarbeitern'. 'Arbeitnehmer' is masculine, and 'Kinderarbeitern' is gender-neutral."
323.0,workers,The Commission must in the mean time insist on all Member States properly and fully transposing the Posting of Workers Directive into national legislation.,"Die Kommission muss in der Zwischenzeit darauf bestehen, dass alle Mitgliedstaaten die Richtlinie über die Entsendung von Arbeitnehmern ordnungsgemäß und vollständig in nationales Recht umsetzen.",1,1.0,"
If the following sentence contains the German translation for the English word 'workers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die Kommission muss in der Zwischenzeit darauf bestehen, dass alle Mitgliedstaaten die Richtlinie über die Entsendung von Arbeitnehmern ordnungsgemäß und vollständig in nationales Recht umsetzen.'
",The German translation for the English word 'workers' in this sentence is 'Arbeitnehmern'. This word is Masculine.
324.0,workers,"The Posting of Workers Directive was a cause of constant controversy in the past, and has remained one to this day.",Die Entsenderichtlinie war in der Vergangenheit ein ständiger Anlass für Kontroversen und ist es bis heute geblieben.,-,0.0,N/A,N/A
325.0,workers,"Mr President, the Financieel Dagblad (Financial Times) published last Friday, 2 February, carried the front-page headline: ""Corus gives a fifth of its workers their marching orders"" .","Herr Präsident, das Financieel Dagblad (Financial Times) veröffentlichte am letzten Freitag, dem 2. Februar, die Schlagzeile auf der Titelseite: ""Corus entlässt ein Fünftel seiner Mitarbeiter"".",1,1.0,"
If the following sentence contains the German translation for the English word 'workers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Herr Präsident, das Financieel Dagblad (Financial Times) veröffentlichte am letzten Freitag, dem 2. Februar, die Schlagzeile auf der Titelseite: ""Corus entlässt ein Fünftel seiner Mitarbeiter"".'
",The German translation for 'workers' in the sentence is 'Mitarbeiter'. This word is Masculine.
326.0,workers,"This decision is therefore of great importance, not only for the workers and their families, but for the district of Melník, where the Unilever facilities are situated, the economy of which is largely dependent on the food processing industry, and the chemical and energy industries.","Diese Entscheidung ist daher von großer Bedeutung, nicht nur für die Arbeiter und deren Familien, sondern auch für den Bezirk Melník, in dem sich die Unilever-Anlagen befinden, dessen Wirtschaft größtenteils von der Lebensmittelverarbeitungsindustrie sowie der chemischen und Energieindustrie abhängt.",,0.0,N/A,N/A
327.0,sailors,"What would sailors, pilots, drivers, petrol station workers and doctors say?","Was würden Segler, Piloten, Fahrer, Tankstellenmitarbeiter und Ärzte sagen?",1,1.0,"
If the following sentence contains the German translation for the English word 'sailors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Was würden Segler, Piloten, Fahrer, Tankstellenmitarbeiter und Ärzte sagen?'
","The German word for 'sailors' is 'Segler', which is Masculine."
328.0,sailors,"(IT) Mr President, with regard to the Ortuondo Larrea report on the safety inspection of ships, I have to say that, although I voted for the motion, I would have preferred the classification societies appointed by the governments to inspect ships and to give the ships that sail our seas and the seas outside the Mediterranean free reign, to be assisted in carrying out these inspections by pensioner sailors, pensioner quartermasters, pensioner engine room officials and pensioner chief stewards, who have a wealth of experience and are highly qualified to assess whether ships are truly safe.","(Hey) Herr Präsident, was den Ortuondo Larrea-Bericht zur Sicherheitsinspektion von Schiffen betrifft, muss ich sagen, dass ich zwar für den Antrag gestimmt habe, aber es hätte mir besser gefallen, wenn Klassifizierungsgesellschaften, die von den Regierungen ernannt wurden, die Schiffe inspizieren und den Schiffen, die auf unseren Meeren und den Meeren außerhalb des Mittelmeers fahren, freie Hand geben, bei diesen Inspektionen von pensionierten Seeleuten, pensionierten Steuermännern, pensionierten Maschinenraum-Offizieren und pensionierten Chef-Stewards unterstützt würden, die über große Erfahrung verfügen und hochqualifiziert sind, um beurteilen zu können, ob die Schiffe wirklich sicher sind.",3,1.0,"
If the following sentence contains the German translation for the English word 'sailors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: '(Hey) Herr Präsident, was den Ortuondo Larrea-Bericht zur Sicherheitsinspektion von Schiffen betrifft, muss ich sagen, dass ich zwar für den Antrag gestimmt habe, aber es hätte mir besser gefallen, wenn Klassifizierungsgesellschaften, die von den Regierungen ernannt wurden, die Schiffe inspizieren und den Schiffen, die auf unseren Meeren und den Meeren außerhalb des Mittelmeers fahren, freie Hand geben, bei diesen Inspektionen von pensionierten Seeleuten, pensionierten Steuermännern, pensionierten Maschinenraum-Offizieren und pensionierten Chef-Stewards unterstützt würden, die über große Erfahrung verfügen und hochqualifiziert sind, um beurteilen zu können, ob die Schiffe wirklich sicher sind.'
",Masculine
329.0,sailors,"While it is certainly sad and regrettable that sailors are being kidnapped when, at the end of the day, they are only doing their job, it is also deplorable that there are those who are taking advantage of the lack of government, not only in Somalia but in the region as a whole, to fish the waters illegally or dump pollutant waste.","Es ist sicherlich traurig und bedauerlich, dass Seeleute entführt werden, obwohl sie letztendlich nur ihren Job machen. Es ist jedoch auch verwerflich, dass einige die fehlende Regierung, nicht nur in Somalia, sondern in der gesamten Region ausnutzen, um illegal in den Gewässern zu fischen oder Schadstoffabfälle zu entsorgen.",3,1.0,"
If the following sentence contains the German translation for the English word 'sailors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Es ist sicherlich traurig und bedauerlich, dass Seeleute entführt werden, obwohl sie letztendlich nur ihren Job machen. Es ist jedoch auch verwerflich, dass einige die fehlende Regierung, nicht nur in Somalia, sondern in der gesamten Region ausnutzen, um illegal in den Gewässern zu fischen oder Schadstoffabfälle zu entsorgen.'
","The German word for sailors in the sentence is 'Seeleute', which is Gender-Inclusive."
330.0,sailors,Government sources have assured me that the sailors have unrestricted freedom of movement within the country.,"Regierungsquellen haben mir zugesichert, dass die Seeleute uneingeschränkte Bewegungsfreiheit im Land haben.",,0.0,N/A,N/A
331.0,sailors,"Not only do these commitments relate to the continuation of our efforts in the area of maritime safety: they also provide new opportunities for action in the social field, and in training, as the European mission found when it went to China at the beginning of April to study the training schemes for seafarers and the certification of Chinese sailors.","Nicht nur beziehen sich diese Verpflichtungen auf die Fortführung unserer Bemühungen im Bereich der maritimen Sicherheit: Sie bieten auch neue Möglichkeiten für Maßnahmen im sozialen Bereich und in der Ausbildung, wie die europäische Mission feststellte, als sie Anfang April nach China reiste, um die Ausbildungsschemata für Seeleute und die Zertifizierung chinesischer Seeleute zu untersuchen.",,0.0,N/A,N/A
332.0,clients,"The French government has opted to incorporate this directive in a measured and gradual way, which provides a greater opening for the major eligible clients, including the chemical, electrolysis or steel industries, for example.","Die französische Regierung hat sich entschieden, diese Richtlinie auf eine gemessene und schrittweise Weise zu integrieren, was eine größere Öffnung für die wichtigsten berechtigten Kunden ermöglicht, darunter zum Beispiel die Chemie-, Elektrolyse- oder Stahlindustrie.",1,1.0,"
If the following sentence contains the German translation for the English word 'clients', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die französische Regierung hat sich entschieden, diese Richtlinie auf eine gemessene und schrittweise Weise zu integrieren, was eine größere Öffnung für die wichtigsten berechtigten Kunden ermöglicht, darunter zum Beispiel die Chemie-, Elektrolyse- oder Stahlindustrie.'
",The German translation for the English word 'clients' in the sentence is 'Kunden'. It displays Masculine gender.
333.0,clients,"We will have to be vigilant and promptly invoke the review clause if it becomes apparent that premature reporting of large trades is harming the provision of liquidity to clients, making it more expensive or rendering EU markets less competitive than markets in other parts of the world.","Wir werden wachsam sein müssen und die Überprüfungsklausel rechtzeitig anrufen, wenn deutlich wird, dass eine vorzeitige Meldung großer Handelsgeschäfte die Bereitstellung von Liquidität für Kunden beeinträchtigt, sie teurer macht oder EU-Märkte weniger wettbewerbsfähig macht als Märkte in anderen Teilen der Welt.",1,1.0,"
If the following sentence contains the German translation for the English word 'clients', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wir werden wachsam sein müssen und die Überprüfungsklausel rechtzeitig anrufen, wenn deutlich wird, dass eine vorzeitige Meldung großer Handelsgeschäfte die Bereitstellung von Liquidität für Kunden beeinträchtigt, sie teurer macht oder EU-Märkte weniger wettbewerbsfähig macht als Märkte in anderen Teilen der Welt.'
","The German translation for 'clients' in the sentence is 'Kunden', which displays a Masculine gender."
334.0,clients,But the strategic alliances which are today forming between European companies must not be dictated only by the demands of the most important clients nor only by the pursuit of new value added services.,"Aber die strategischen Allianzen, die sich heute zwischen europäischen Unternehmen bilden, dürfen nicht nur von den Anforderungen der wichtigsten Kunden oder nur von der Verfolgung neuer wertschöpfender Dienstleistungen diktiert werden.",1,1.0,"
If the following sentence contains the German translation for the English word 'clients', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Aber die strategischen Allianzen, die sich heute zwischen europäischen Unternehmen bilden, dürfen nicht nur von den Anforderungen der wichtigsten Kunden oder nur von der Verfolgung neuer wertschöpfender Dienstleistungen diktiert werden.'
","The German translation for 'clients' in the sentence is 'Kunden', which is Masculine."
335.0,clients,"I agree with Baroness Ludford when she says that in this respect the proposal is a good compromise between protecting fundamental rights when lawyers defend their clients in court or help the clients to determine their legal position, but not when they are participating in preparations leading up to an activity covered by this directive.","Ich stimme Baroness Ludford zu, wenn sie sagt, dass in dieser Hinsicht der Vorschlag ein guter Kompromiss ist, um grundlegende Rechte zu schützen, wenn Anwälte ihre Mandanten vor Gericht verteidigen oder ihnen bei der Bestimmung ihrer rechtlichen Position helfen, aber nicht, wenn sie an Vorbereitungen für eine Tätigkeit beteiligt sind, die von dieser Richtlinie erfasst wird.",,0.0,N/A,N/A
336.0,clients,"Information on clients, users and their habits and preferences gives companies an invaluable competitive edge.","Informationen über Kunden, Benutzer und ihre Gewohnheiten und Präferenzen verschaffen Unternehmen einen unschätzbaren Wettbewerbsvorteil.",,0.0,N/A,N/A
337.0,freelancers,"It might be useful for us to pay a little attention to what is happening with the interpreters, in particular the freelancers, who are highly qualified, have been providing professional services for many years, and the turnover of whom is lower and lower.","Es könnte nützlich für uns sein, ein wenig Aufmerksamkeit darauf zu richten, was mit den Dolmetschern passiert, insbesondere den Freiberuflern, die hochqualifiziert sind, seit vielen Jahren professionelle Dienstleistungen erbringen und deren Umsatz immer geringer wird.",1,1.0,"
If the following sentence contains the German translation for the English word 'freelancers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Es könnte nützlich für uns sein, ein wenig Aufmerksamkeit darauf zu richten, was mit den Dolmetschern passiert, insbesondere den Freiberuflern, die hochqualifiziert sind, seit vielen Jahren professionelle Dienstleistungen erbringen und deren Umsatz immer geringer wird.'
",The German translation for 'freelancers' in the sentence is 'Freiberuflern'. It displays Masculine gender.
338.0,freelancers,"I am referring to the new forms of work, with the new risks inherent in them and therefore the concern about the forms of participation in productive processes by means of productive externalisation or decentralisation - subcontracting, the presence of freelancers, independent workers - in the field of the risks of the contracting company, etc.","Ich beziehe mich auf die neuen Formen der Arbeit, mit den neuen darin enthaltenen Risiken und daher die Bedenken über die Formen der Beteiligung an produktiven Prozessen durch produktive Auslagerung oder Dezentralisierung - Unterauftragsvergabe, die Präsenz von Freiberuflern, unabhängigen Arbeitnehmern - im Bereich der Risiken des Auftragsunternehmens, etc.",1,1.0,"
If the following sentence contains the German translation for the English word 'freelancers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Ich beziehe mich auf die neuen Formen der Arbeit, mit den neuen darin enthaltenen Risiken und daher die Bedenken über die Formen der Beteiligung an produktiven Prozessen durch produktive Auslagerung oder Dezentralisierung - Unterauftragsvergabe, die Präsenz von Freiberuflern, unabhängigen Arbeitnehmern - im Bereich der Risiken des Auftragsunternehmens, etc.'
",Masculine
339.0,hairdressers,"We are talking about such occupations as hairdressers, plumbers and bricklayers, who do not need subsidies.","Wir sprechen über solche Berufe wie Friseure, Klempner und Maurer, die keine Subventionen benötigen.",1,1.0,"
If the following sentence contains the German translation for the English word 'hairdressers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wir sprechen über solche Berufe wie Friseure, Klempner und Maurer, die keine Subventionen benötigen.'
","The German translation for 'hairdressers' in the sentence is 'Friseure', which displays Masculine gender."
340.0,hairdressers,"Madam President, the risk of dying of cancer is four times greater for women hairdressers than for women in general.","Frau Präsidentin, das Risiko, an Krebs zu sterben, ist für Friseurinnen viermal höher als für Frauen im Allgemeinen.",-,0.0,N/A,N/A
341.0,hairdressers,"They are lured under false pretences - through job advertisements, for example - into becoming hairdressers or into working in bars or as dancers, or else they are enticed via the lonely hearts columns.","Sie werden unter falschen Vorspiegelungen – beispielsweise durch Stellenanzeigen – dazu verleitet, Friseure zu werden oder in Bars oder als Tänzer zu arbeiten, oder sie werden über die Kontaktanzeigen für einsame Herzen verlockt.",1,1.0,"
If the following sentence contains the German translation for the English word 'hairdressers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Sie werden unter falschen Vorspiegelungen – beispielsweise durch Stellenanzeigen – dazu verleitet, Friseure zu werden oder in Bars oder als Tänzer zu arbeiten, oder sie werden über die Kontaktanzeigen für einsame Herzen verlockt.'
",Masculine
342.0,hairdressers,"We want to maintain the reduced rates of VAT on hairdressers, bicycle repairmen and cobblers.","Wir möchten die reduzierten Mehrwertsteuersätze für Friseure, Fahrradmechaniker und Schuhmacher aufrechterhalten.",1,1.0,"
If the following sentence contains the German translation for the English word 'hairdressers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wir möchten die reduzierten Mehrwertsteuersätze für Friseure, Fahrradmechaniker und Schuhmacher aufrechterhalten.'
","The German translation for 'hairdressers' in the sentence is 'Friseure', which is Masculine."
343.0,hairdressers,"My wife has not, and the reason is that the hairdressers pocket the decrease in taxation and, therefore, Annex K amounts to a subsidy for hairdressers.","Meine Frau hat nicht, und der Grund dafür ist, dass die Friseure die Steuersenkung einstecken und daher Anhang K eine Subvention für Friseure darstellt.",,0.0,N/A,N/A
344.0,camera operators,,,,0.0,N/A,N/A
345.0,relatives,"We are all familiar with the horrific stories of prostitutes, often minors, who are abducted from their native countries, forced to enter the Union - we are told - illegally, raped and threatened with retaliation against their relatives or even killed if they have the courage to denounce their pimps.","Wir sind alle mit den schrecklichen Geschichten von Prostituierten vertraut, oft Minderjährigen, die aus ihren Heimatländern entführt werden, angeblich illegal in die Union gezwungen werden, vergewaltigt werden und mit Racheaktionen gegen ihre Angehörigen bedroht werden oder sogar ermordet werden, falls sie den Mut haben, ihre Zuhälter anzuzeigen.",3,1.0,"
If the following sentence contains the German translation for the English word 'relatives', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wir sind alle mit den schrecklichen Geschichten von Prostituierten vertraut, oft Minderjährigen, die aus ihren Heimatländern entführt werden, angeblich illegal in die Union gezwungen werden, vergewaltigt werden und mit Racheaktionen gegen ihre Angehörigen bedroht werden oder sogar ermordet werden, falls sie den Mut haben, ihre Zuhälter anzuzeigen.'
",The German word for 'relatives' is 'Angehörigen' in this sentence. The gender it displays is Gender-Inclusive.
346.0,relatives,Their relatives have every right to know what became of their loved ones.,"Ihre Verwandten haben jedes Recht zu wissen, was aus ihren geliebten Menschen geworden ist.",3,1.0,"
If the following sentence contains the German translation for the English word 'relatives', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Ihre Verwandten haben jedes Recht zu wissen, was aus ihren geliebten Menschen geworden ist.'
",The German translation for the English word 'relatives' in the sentence is 'Verwandten' which is Gender-Inclusive.
347.0,relatives,"relatives in the ascending line, when these people are in the applicant' s care as well as children of full age who are also dependants.","Verwandte in gerader Linie, wenn diese Personen ebenfalls in der Obhut des Antragstellers sind sowie volljährige Kinder, die ebenfalls von ihm abhängig sind.",3,1.0,"
If the following sentence contains the German translation for the English word 'relatives', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Verwandte in gerader Linie, wenn diese Personen ebenfalls in der Obhut des Antragstellers sind sowie volljährige Kinder, die ebenfalls von ihm abhängig sind.'
",The German word for 'relatives' is 'Verwandte'. It is Gender-Inclusive.
348.0,relatives,"Many people were unable to get to the funerals of their relatives, their children's weddings or similar occasions.","Viele Menschen konnten nicht zu den Beerdigungen ihrer Verwandten, den Hochzeiten ihrer Kinder oder ähnlichen Anlässen kommen.",,0.0,N/A,N/A
349.0,relatives,"However, and this still needs to be stressed, there is a need to conduct climate policy more fairly, in other words, in a way which does not, by its excessive burdens, mean the countries of Central and Eastern Europe will always be the poor relatives of the European Union.","Jedoch, und dies muss noch betont werden, muss die Klimapolitik gerechter durchgeführt werden, das heißt, auf eine Weise, die nicht durch übermäßige Belastungen dazu führt, dass die Länder Mittel- und Osteuropas immer die armen Verwandten der Europäischen Union sind.",,0.0,N/A,N/A
350.0,organ donors,,,,0.0,N/A,N/A
351.0,producers,The EU countries' inefficient producers gain nothing.,Die ineffizienten Produzenten der EU-Länder gewinnen nichts.,1,1.0,"
If the following sentence contains the German translation for the English word 'producers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die ineffizienten Produzenten der EU-Länder gewinnen nichts.'
",The German translation for 'producers' in the sentence is 'Produzenten'. This word displays Masculine gender.
