seed	source	translation	src_gender	sent_count	prev_context	prev_context_count	matching	trail_context	trail_context_count	sampling_rule_applies
colleagues	"His other children were Marie Marcienne Alice (1894–1979); Louise (born and died in 1896); Irja Louise Mercedes (1899–1976); and Ahti Victor August (1902–1958). Magnusson described him as ""a person of retiring habits contented with the bare necessities of life"" in his obituary. He recalled the occasion of Vainio's 70th birthday party, where he was visited in his home by a group of colleagues from the University of Turku. Although Vainio seemed to be uncomfortable with the attention, he was always willing to draw on his extensive knowledge and impressive memory to give advice and information to inquiring lichenologists."	"Seine weiteren Kinder waren Marie Marcienne Alice (1894-1979), Louise (geboren und gestorben 1896), Irja Louise Mercedes (1899-1976) und Ahti Victor August (1902-1958). Magnusson beschrieb ihn in seinem Nachruf als ""einen Menschen mit zurückhaltenden Gewohnheiten, der sich mit dem Nötigsten begnügte"". Er erinnerte sich an die Feier zu Vainios 70. Geburtstag, bei der er von einer Gruppe von Kollegen der Universität Turku in seinem Haus besucht wurde. Obwohl Vainio sich mit der Aufmerksamkeit unwohl zu fühlen schien, war er stets bereit, sein umfangreiches Wissen und sein beeindruckendes Gedächtnis zu nutzen, um fragenden Lichenologen Ratschläge und Informationen zu geben."	M	4	"His other children were Marie Marcienne Alice (1894–1979); Louise (born and died in 1896); Irja Louise Mercedes (1899–1976); and Ahti Victor August (1902–1958). Magnusson described him as ""a person of retiring habits contented with the bare necessities of life"" in his obituary."	2.0	He recalled the occasion of Vainio's 70th birthday party, where he was visited in his home by a group of colleagues from the University of Turku.	Although Vainio seemed to be uncomfortable with the attention, he was always willing to draw on his extensive knowledge and impressive memory to give advice and information to inquiring lichenologists.	1.0	True
colleagues	She is later saved from her relationship with the drug dealer by her former partner, Robert Clifton. Oliver Milburn as DCI Scott Vaughan (series 2): a detective chief inspector brought in following the arrest of DCI Harry Hutchinson. Scott is ambitious in his role and is dedicated to his colleagues at Holby South. James Thornton as Constable Jake Loughton (series 2): a constable transferred to Holby South from elsewhere.	Später wird sie von ihrem ehemaligen Partner Robert Clifton aus ihrer Beziehung mit dem Drogendealer gerettet. Oliver Milburn als DCI Scott Vaughan (Serie 2): ein Detective Chief Inspector, der nach der Verhaftung von DCI Harry Hutchinson eingestellt wurde. Scott ist ehrgeizig in seiner Rolle und engagiert sich für seine Kollegen in Holby South. James Thornton als Constable Jake Loughton (Serie 2): ein Constable, der von einem anderen Ort nach Holby South versetzt wurde.	M	4	She is later saved from her relationship with the drug dealer by her former partner, Robert Clifton. Oliver Milburn as DCI Scott Vaughan (series 2): a detective chief inspector brought in following the arrest of DCI Harry Hutchinson.	2.0	Scott is ambitious in his role and is dedicated to his colleagues at Holby South.	James Thornton as Constable Jake Loughton (series 2): a constable transferred to Holby South from elsewhere.	1.0	True
patients	The final approach involves creating transgenic mice with a GAA-expanded version of the human frataxin gene. These mice are called YG22R (one GAA sequence of 190 repeats) and YG22R (two GAA sequences of 90 and 190 repeats). These mice show symptoms similar to human patients. An overexpression of frataxin in Drosophila has shown an increase in antioxidant capability, resistance to oxidative stress insults and longevity, supporting the theory that the role of frataxin is to protect the mitochondria from oxidative stress and the ensuing cellular damage.	Der letzte Ansatz besteht darin, transgene Mäuse mit einer GAA-erweiterten Version des menschlichen Frataxin-Gens zu schaffen. Diese Mäuse werden YG22R (eine GAA-Sequenz mit 190 Wiederholungen) und YG22R (zwei GAA-Sequenzen mit 90 und 190 Wiederholungen) genannt. Diese Mäuse zeigen ähnliche Symptome wie menschliche Patienten. Eine Überexpression von Frataxin in Drosophila hat eine Steigerung der antioxidativen Fähigkeiten, der Resistenz gegen oxidativen Stress und der Langlebigkeit gezeigt, was die Theorie unterstützt, dass die Rolle von Frataxin darin besteht, die Mitochondrien vor oxidativem Stress und den daraus resultierenden Zellschäden zu schützen.	M	4	The final approach involves creating transgenic mice with a GAA-expanded version of the human frataxin gene. These mice are called YG22R (one GAA sequence of 190 repeats) and YG22R (two GAA sequences of 90 and 190 repeats).	2.0	These mice show symptoms similar to human patients.	An overexpression of frataxin in Drosophila has shown an increase in antioxidant capability, resistance to oxidative stress insults and longevity, supporting the theory that the role of frataxin is to protect the mitochondria from oxidative stress and the ensuing cellular damage.	1.0	True
patients	The eating disturbance does not occur exclusively during the course of anorexia nervosa or bulimia nervosa, and there is no evidence of a disturbance in the way in which one's body weight or shape is experienced. The eating disturbance is not attributable to a current medical condition or not better explained by another mental disorder. When the eating disturbance occurs in the context of another condition or disorder, the severity of the eating disturbance exceeds that routinely associated with the condition or disorder and warrants additional clinical attention  Recent research suggests that patients meeting criteria for ARFID typically have a longer history of symptoms prior to diagnosis, and an earlier onset than AN or BN patients. Selective eating is persistent in ARFID patients, typically beginning in infancy or early childhood.	Die Essstörung tritt nicht ausschließlich im Rahmen einer Anorexia nervosa oder Bulimia nervosa auf, und es gibt keine Anzeichen für eine Störung der Wahrnehmung des Körpergewichts oder der Körperform. Die Essstörung ist nicht auf eine aktuelle medizinische Erkrankung zurückzuführen oder lässt sich nicht besser durch eine andere psychische Störung erklären. Wenn die Essstörung im Zusammenhang mit einer anderen Erkrankung oder Störung auftritt, übersteigt der Schweregrad der Essstörung denjenigen, der routinemäßig mit der Erkrankung oder Störung assoziiert wird, und erfordert zusätzliche klinische Aufmerksamkeit. Neuere Forschungsergebnisse deuten darauf hin, dass Patienten, die die Kriterien für ARFID erfüllen, typischerweise eine längere Vorgeschichte von Symptomen vor der Diagnose und einen früheren Beginn haben als AN- oder BN-Patienten. Selektives Essen ist bei ARFID-Patienten persistent und beginnt typischerweise im Säuglings- oder frühen Kindesalter.	M	4	The eating disturbance does not occur exclusively during the course of anorexia nervosa or bulimia nervosa, and there is no evidence of a disturbance in the way in which one's body weight or shape is experienced. The eating disturbance is not attributable to a current medical condition or not better explained by another mental disorder.	2.0	When the eating disturbance occurs in the context of another condition or disorder, the severity of the eating disturbance exceeds that routinely associated with the condition or disorder and warrants additional clinical attention  Recent research suggests that patients meeting criteria for ARFID typically have a longer history of symptoms prior to diagnosis, and an earlier onset than AN or BN patients.	Selective eating is persistent in ARFID patients, typically beginning in infancy or early childhood.	1.0	True
patients	A total of fifty-five activists were admitted to the Israeli hospitals of Hadassah, Sheba, Rambam, Rabin, and Barzilai. Nine of the activists were in severe condition, and some underwent surgery at Rambam and Sheba hospitals. Several patients were transferred from Rabin Medical Center to Israel Prison Service medical facilities. The Turkish government sent Turkish Red Crescent personnel to Israel to treat the injured.	Insgesamt wurden fünfundfünfzig Aktivisten in die israelischen Krankenhäuser Hadassah, Sheba, Rambam, Rabin und Barzilai eingeliefert. Neun der Aktivisten befanden sich in schwerem Zustand, einige wurden in den Krankenhäusern Rambam und Sheba operiert. Mehrere Patienten wurden vom Rabin Medical Center in die medizinischen Einrichtungen des israelischen Gefängnisdienstes verlegt. Die türkische Regierung entsandte Personal des Türkischen Roten Halbmonds nach Israel, um die Verletzten zu behandeln.	M	4	A total of fifty-five activists were admitted to the Israeli hospitals of Hadassah, Sheba, Rambam, Rabin, and Barzilai. Nine of the activists were in severe condition, and some underwent surgery at Rambam and Sheba hospitals.	2.0	Several patients were transferred from Rabin Medical Center to Israel Prison Service medical facilities.	The Turkish government sent Turkish Red Crescent personnel to Israel to treat the injured.	1.0	True
ceramists	"Monument to Tendryakov  Vladimir Fedorovich Tendryakov is a Russian Soviet writer, author of acutely conflict stories about the spiritual and moral problems of contemporary life, acute problems of Soviet society, about life in the countryside. ""Train kiln"" Vaga  In August 2020, in the village of Makarovskaya, the first ""train kiln""–type wood-fired ceramic kiln appeared in Russia. A team of ceramists under the leadership of the Vologda master Vladimir Kholshchagin built the kiln in 5 days, the stove was named ""Vaga"". The peculiarity is that the kiln has two burners."	"Denkmal für Tendrjakow Wladimir Fjodorowitsch Tendrjakow ist ein russischer sowjetischer Schriftsteller, Autor konfliktreicher Geschichten über die geistigen und moralischen Probleme des zeitgenössischen Lebens, über die akuten Probleme der sowjetischen Gesellschaft und über das Leben auf dem Lande. ""Zugofen"" Vaga Im August 2020 wurde im Dorf Makarowskaja der erste holzbefeuerte Keramikofen des Typs ""Zugofen"" in Russland aufgestellt. Ein Team von Keramikern unter der Leitung des Wologdaer Meisters Wladimir Cholschtschagin baute den Ofen in fünf Tagen, der Ofen erhielt den Namen ""Vaga"". Die Besonderheit ist, dass der Ofen zwei Brenner hat."	M	4	"Monument to Tendryakov  Vladimir Fedorovich Tendryakov is a Russian Soviet writer, author of acutely conflict stories about the spiritual and moral problems of contemporary life, acute problems of Soviet society, about life in the countryside. ""Train kiln"" Vaga  In August 2020, in the village of Makarovskaya, the first ""train kiln""–type wood-fired ceramic kiln appeared in Russia."	2.0	"A team of ceramists under the leadership of the Vologda master Vladimir Kholshchagin built the kiln in 5 days, the stove was named ""Vaga""."	The peculiarity is that the kiln has two burners.	1.0	True
pacifists	On Enterprise, analysis of data gathered in the previous encounter with the Romulan ship reveals that the ship is being piloted telepathically by an Andorian. Commander Shran (Jeffrey Combs) explains that the data indicates that the pilot is probably a member of the Aenar, a white-skinned and blind Andorian sub-race. This, however, seems unlikely, since the Aenar are few in number, reclusive pacifists, and inhabitants of the isolated extreme northern polar region of their moon. Shran and Captain Jonathan Archer (Scott Bakula) then beam down to contact the Aenar.	Auf der Enterprise zeigt die Analyse der Daten, die bei der vorherigen Begegnung mit dem romulanischen Schiff gesammelt wurden, dass das Schiff telepathisch von einem Andorianer gesteuert wird. Commander Shran (Jeffrey Combs) erklärt, dass die Daten darauf hindeuten, dass der Pilot wahrscheinlich ein Mitglied der Aenar ist, einer weißhäutigen und blinden andorianischen Unterrasse. Dies scheint jedoch unwahrscheinlich, da die Aenar nur wenige sind, zurückgezogene Pazifisten und Bewohner der isolierten extremen nördlichen Polarregion ihres Mondes. Shran und Captain Jonathan Archer (Scott Bakula) beamen sich daraufhin hinunter, um Kontakt mit den Aenar aufzunehmen.	M	4	On Enterprise, analysis of data gathered in the previous encounter with the Romulan ship reveals that the ship is being piloted telepathically by an Andorian. Commander Shran (Jeffrey Combs) explains that the data indicates that the pilot is probably a member of the Aenar, a white-skinned and blind Andorian sub-race.	2.0	This, however, seems unlikely, since the Aenar are few in number, reclusive pacifists, and inhabitants of the isolated extreme northern polar region of their moon.	Shran and Captain Jonathan Archer (Scott Bakula) then beam down to contact the Aenar.	1.0	True
pacifists	"History, evolution and etymology of the term  Early usage of the term ""war resister"" is found in the name of the War Resisters League which was formed in 1923 by men and women who had opposed World War I. The War Resisters League is a section of the London-based War Resisters' International which was founded in Bilthoven, Netherlands in 1921 under the name ""Paco"". In 1975, the Committee on South African War Resistance, an organisation of exiled conscientious objectors, pacifists, anti-militarists and deserters from the South African Defence Force (SADF), was formed in the aftermath of Operation Savannah and the Soweto uprising the following year. Its aim was to raise international awareness about the role of the SADF and to provide support to objectors in exile."	"Geschichte, Entwicklung und Etymologie des Begriffs Die frühe Verwendung des Begriffs ""Kriegsverweigerer"" findet sich im Namen der Liga der Kriegsverweigerer (War Resisters League), die 1923 von Männern und Frauen gegründet wurde, die sich dem Ersten Weltkrieg widersetzt hatten. Die Liga der Kriegsverweigerer ist eine Sektion der in London ansässigen War Resisters' International, die 1921 in Bilthoven, Niederlande, unter dem Namen ""Paco"" gegründet wurde. 1975 wurde das Committee on South African War Resistance, eine Organisation von Kriegsverweigerern aus Gewissensgründen, Pazifisten, Antimilitaristen und Deserteuren der South African Defence Force (SADF) im Exil, nach der Operation Savannah und dem Soweto-Aufstand im folgenden Jahr gegründet. Ihr Ziel war es, das internationale Bewusstsein für die Rolle der SADF zu schärfen und die Verweigerer im Exil zu unterstützen."	M	4	"History, evolution and etymology of the term  Early usage of the term ""war resister"" is found in the name of the War Resisters League which was formed in 1923 by men and women who had opposed World War I. The War Resisters League is a section of the London-based War Resisters' International which was founded in Bilthoven, Netherlands in 1921 under the name ""Paco""."	2.0	In 1975, the Committee on South African War Resistance, an organisation of exiled conscientious objectors, pacifists, anti-militarists and deserters from the South African Defence Force (SADF), was formed in the aftermath of Operation Savannah and the Soweto uprising the following year.	Its aim was to raise international awareness about the role of the SADF and to provide support to objectors in exile.	1.0	True
signees	Jonas Filip Ludvigsson is a Swedish physician and epidemiologist. He is a Professor in the Department of Medical Epidemiology and Biostatistics at the Karolinska Institutet, Sweden, and a senior pediatrician in the Department of Pediatrics at Örebro University Hospital, Sweden. Ludvigsson is  known for being one of the 47 initial signees of the Great Barrington Declaration. Biography  Jonas Ludvigsson was born in Sweden.	Jonas Filip Ludvigsson ist ein schwedischer Arzt und Epidemiologe. Er ist Professor in der Abteilung für medizinische Epidemiologie und Biostatistik am Karolinska Institutet, Schweden, und leitender Kinderarzt in der Abteilung für Kinderheilkunde am Universitätskrankenhaus Örebro, Schweden. Ludvigsson ist bekannt dafür, dass er zu den 47 Erstunterzeichnern der Great Barrington Declaration gehört. Biografie Jonas Ludvigsson wurde in Schweden geboren.	M	4	Jonas Filip Ludvigsson is a Swedish physician and epidemiologist. He is a Professor in the Department of Medical Epidemiology and Biostatistics at the Karolinska Institutet, Sweden, and a senior pediatrician in the Department of Pediatrics at Örebro University Hospital, Sweden.	2.0	Ludvigsson is  known for being one of the 47 initial signees of the Great Barrington Declaration.	Biography  Jonas Ludvigsson was born in Sweden.	1.0	True
signees	"On September 22, 2020, King appeared in Birmingham alongside political activists including Amie Beth Dickinson to present the Equality Proclamation. The document, signed on the 158th anniversary of the Emancipation Proclamation's signing, argued that the tactics and locations of abortion providers like Planned Parenthood were racially discriminatory. According to a document distributed by the group, King and the other signees believed that “the targeted practices of Alabama abortion providers are both discriminatory and disproportionately harmful to black mothers and their babies” and that a legal case could be made against abortion using the Tenth Amendment. 2010 ""Restoring Honor"" rally King spoke at Glenn Beck's ""Restoring Honor"" rally at the Lincoln Memorial in August 2010."	"Am 22. September 2020 erschien King zusammen mit politischen Aktivisten wie Amie Beth Dickinson in Birmingham, um die Equality Proclamation vorzustellen. Das Dokument, das am 158. Jahrestag der Unterzeichnung der Emancipation Proclamation unterzeichnet wurde, argumentierte, dass die Taktiken und Standorte von Abtreibungsanbietern wie Planned Parenthood rassendiskriminierend seien. Laut einem von der Gruppe verteilten Dokument waren King und die anderen Unterzeichner der Meinung, dass ""die gezielten Praktiken von Abtreibungsanbietern in Alabama sowohl diskriminierend als auch unverhältnismäßig schädlich für schwarze Mütter und ihre Babys sind"" und dass man mit Hilfe des Zehnten Verfassungszusatzes rechtlich gegen Abtreibung vorgehen könne. 2010 ""Restoring Honor""-Kundgebung King sprach auf Glenn Becks ""Restoring Honor""-Kundgebung am Lincoln Memorial im August 2010."	M	4	On September 22, 2020, King appeared in Birmingham alongside political activists including Amie Beth Dickinson to present the Equality Proclamation. The document, signed on the 158th anniversary of the Emancipation Proclamation's signing, argued that the tactics and locations of abortion providers like Planned Parenthood were racially discriminatory.	2.0	According to a document distributed by the group, King and the other signees believed that “the targeted practices of Alabama abortion providers are both discriminatory and disproportionately harmful to black mothers and their babies” and that a legal case could be made against abortion using the Tenth Amendment.	"2010 ""Restoring Honor"" rally King spoke at Glenn Beck's ""Restoring Honor"" rally at the Lincoln Memorial in August 2010."	1.0	True
addressers	He move to new premises at 50 Oxford Street in 1788, where he charged 1s for admittance to his 'Museum of Graphic Genius'. Holland's successful business grew  and his list included works by Frederick George Byron, George Murgatroyd Woodward, and John Nixon, as well as James Gillray and Thomas Rowlandson. A radical, he was prosecuted in 1793 on charges of seditious libel for selling a copy of Thomas Paine's Letter Addressed to the Addressers and imprisoned in Newgate Prison where he encountered Lord George Gordon and other radicals and communicated with John Horne Tooke. During this time his print shop was run by Richard Newton, a talented young caricaturist who Holland published until 1797.	"1788 zog er in neue Räumlichkeiten in der Oxford Street 50 um, wo er 1s für den Eintritt in sein ""Museum of Graphic Genius"" verlangte. Hollands erfolgreiches Geschäft wuchs und seine Liste umfasste Werke von Frederick George Byron, George Murgatroyd Woodward und John Nixon sowie James Gillray und Thomas Rowlandson. Als Radikaler wurde er 1793 wegen aufrührerischer Verleumdung angeklagt, weil er ein Exemplar von Thomas Paines Brief an die Adressaten verkauft hatte, und im Newgate-Gefängnis inhaftiert, wo er mit Lord George Gordon und anderen Radikalen zusammentraf und sich mit John Horne Tooke austauschte. Während dieser Zeit wurde seine Druckerei von Richard Newton geleitet, einem talentierten jungen Karikaturisten, den Holland bis 1797 verlegte."	M	4	He move to new premises at 50 Oxford Street in 1788, where he charged 1s for admittance to his 'Museum of Graphic Genius'. Holland's successful business grew  and his list included works by Frederick George Byron, George Murgatroyd Woodward, and John Nixon, as well as James Gillray and Thomas Rowlandson.	2.0	A radical, he was prosecuted in 1793 on charges of seditious libel for selling a copy of Thomas Paine's Letter Addressed to the Addressers and imprisoned in Newgate Prison where he encountered Lord George Gordon and other radicals and communicated with John Horne Tooke.	During this time his print shop was run by Richard Newton, a talented young caricaturist who Holland published until 1797.	1.0	True
counsellors	At the beginning of 1946, ten boys were appointed by the principal, regardless of what position they did, or did not hold. Even after this, disorganization of the Board led to the creation of the Head Steward in 1954. Into the 1970s, the role of the stewards changed from one of authoritarian figures to counsellors for the younger boys. At the members' request, their lockers were moved from a separated location to be amongst those of the school's general population.	Zu Beginn des Jahres 1946 wurden zehn Jungen vom Schulleiter ernannt, unabhängig davon, welche Position sie innehatten oder nicht. Auch danach führte die Desorganisation des Gremiums 1954 zur Schaffung des Oberstewards. Bis in die 1970er Jahre wandelte sich die Rolle der Stewards von einer autoritären Figur zu einem Berater für die jüngeren Jungen. Auf Wunsch der Mitglieder wurden ihre Spinde von einem separaten Ort zu denen der allgemeinen Schulbevölkerung verlegt.	M	4	At the beginning of 1946, ten boys were appointed by the principal, regardless of what position they did, or did not hold. Even after this, disorganization of the Board led to the creation of the Head Steward in 1954.	2.0	Into the 1970s, the role of the stewards changed from one of authoritarian figures to counsellors for the younger boys.	At the members' request, their lockers were moved from a separated location to be amongst those of the school's general population.	1.0	True
counsellors	Its main functions were a joint Nordic research project on counselling adults (Voice of Users), collaboration with the Ministry of Education, Science and Culture on policy formulation for school and career counselling, and the design and development of the information and counselling website. The Voice of Users project is the first comparative research on school and career counselling in the Nordic countries. Guðbjörg was chair of the Icelandic Educational Counsellors Association (Félag íslenskra námsráðgjafa) 1987 to 1999. The association recognised her contribution in 2006 and made her an honorary member of the Icelandic Educational Counsellors Association in 2016 for her work on behalf of the profession.	Ihre Hauptaufgaben waren ein gemeinsames nordisches Forschungsprojekt zur Beratung von Erwachsenen (Voice of Users), die Zusammenarbeit mit dem Ministerium für Bildung, Wissenschaft und Kultur bei der Formulierung von Strategien für die Schul- und Berufsberatung sowie die Gestaltung und Entwicklung der Informations- und Beratungswebsite. Das Projekt Voice of Users ist die erste vergleichende Forschung zur Schul- und Berufsberatung in den nordischen Ländern. Guðbjörg war von 1987 bis 1999 Vorsitzende des isländischen Verbands der Bildungsberater (Félag íslenskra námsráðgjafa). 2006 würdigte der Verband ihren Beitrag und ernannte sie 2016 für ihre Arbeit im Namen des Berufsstands zum Ehrenmitglied des isländischen Verbands der Bildungsberater.	M	4	Its main functions were a joint Nordic research project on counselling adults (Voice of Users), collaboration with the Ministry of Education, Science and Culture on policy formulation for school and career counselling, and the design and development of the information and counselling website. The Voice of Users project is the first comparative research on school and career counselling in the Nordic countries.	2.0	Guðbjörg was chair of the Icelandic Educational Counsellors Association (Félag íslenskra námsráðgjafa) 1987 to 1999.	The association recognised her contribution in 2006 and made her an honorary member of the Icelandic Educational Counsellors Association in 2016 for her work on behalf of the profession.	1.0	True
counsellors	After completing her residencies, she worked for the Société Internationale Missionnaire, or SIM as it is more commonly known, a missionary organization that ran several hospitals in Africa. Working as a physician and surgeon, she first was stationed in Jos, Nigeria at the Sudan Interior Mission Hospital, and then in Galmi, Niger, at the surgical and obstetric hospital. Prior to leaving for Africa, Wilkinson had met Robert Brennan, a fellow Anglican, when they were both working as counsellors at a mission program for the Anglican church. The couple married in 1971 and moved to Nigeria.	Nach Abschluss ihrer Facharztausbildung arbeitete sie für die Société Internationale Missionnaire (SIM), eine Missionsorganisation, die mehrere Krankenhäuser in Afrika unterhielt. Als Ärztin und Chirurgin war sie zunächst in Jos, Nigeria, im Sudan Interior Mission Hospital und dann in Galmi, Niger, im Krankenhaus für Chirurgie und Geburtshilfe tätig. Vor ihrer Abreise nach Afrika hatte Wilkinson Robert Brennan, einen anglikanischen Kollegen, kennengelernt, als sie beide als Berater in einem Missionsprogramm der anglikanischen Kirche arbeiteten. 1971 heiratete das Paar und zog nach Nigeria.	M	4	After completing her residencies, she worked for the Société Internationale Missionnaire, or SIM as it is more commonly known, a missionary organization that ran several hospitals in Africa. Working as a physician and surgeon, she first was stationed in Jos, Nigeria at the Sudan Interior Mission Hospital, and then in Galmi, Niger, at the surgical and obstetric hospital.	2.0	Prior to leaving for Africa, Wilkinson had met Robert Brennan, a fellow Anglican, when they were both working as counsellors at a mission program for the Anglican church.	The couple married in 1971 and moved to Nigeria.	1.0	True
contractors	This meant equipping Weston Airport with lighting, including floodlights, and a control tower. Many of the company's aircraft were fitted with radios, and operations got underway by the end of April. At first, aircraft engineering and maintenance had been performed by outside contractors in a hangar at Weston. With the growth of activity, it was decided to do this work in-house and in October 1937 an ex British Airways chief engineer, Freddy Jeans, was hired to oversee this work.	Dies bedeutete, dass der Flughafen Weston mit einer Beleuchtung, einschließlich Flutlicht, und einem Kontrollturm ausgestattet werden musste. Viele der Flugzeuge des Unternehmens wurden mit Funkgeräten ausgestattet, und der Betrieb wurde Ende April aufgenommen. Zunächst wurden Flugzeugtechnik und -wartung von externen Auftragnehmern in einem Hangar in Weston durchgeführt. Mit der Zunahme der Aktivitäten wurde beschlossen, diese Arbeiten intern durchzuführen, und im Oktober 1937 wurde ein ehemaliger Chefingenieur von British Airways, Freddy Jeans, eingestellt, um diese Arbeiten zu überwachen.	M	4	This meant equipping Weston Airport with lighting, including floodlights, and a control tower. Many of the company's aircraft were fitted with radios, and operations got underway by the end of April.	2.0	At first, aircraft engineering and maintenance had been performed by outside contractors in a hangar at Weston.	With the growth of activity, it was decided to do this work in-house and in October 1937 an ex British Airways chief engineer, Freddy Jeans, was hired to oversee this work.	1.0	True
